dv2_vulnerability_quartile,keyword,keyword_count,n_lgas,n_reviews,mean_dv2,rank_within_dv2_quartile
Q3 upper-middle DV2,traits,2,2,2,12.4977138144273,5829
Q3 upper-middle DV2,transformed,2,2,2,12.60449079479585,5830
Q3 upper-middle DV2,traumatising,2,2,2,14.49992860328395,5831
Q3 upper-middle DV2,trial,2,2,2,13.0247943713789,5832
Q3 upper-middle DV2,tridentine,2,1,2,15.6626506024096,5833
Q3 upper-middle DV2,truths,2,2,2,12.82615524398525,5834
Q3 upper-middle DV2,tunnels,2,1,2,13.2863340563991,5835
Q3 upper-middle DV2,turtle,2,1,2,15.4103852596315,5836
Q3 upper-middle DV2,twenty,2,2,2,13.87349191073515,5837
Q3 upper-middle DV2,twinkle,2,1,1,12.3340887018453,5838
Q3 upper-middle DV2,tylor,2,1,1,13.5486265775798,5839
Q3 upper-middle DV2,uber,2,1,2,14.8541114058355,5840
Q3 upper-middle DV2,unauthorised,2,1,2,13.5486265775798,5841
Q3 upper-middle DV2,unclean,2,2,2,11.993746972677648,5842
Q3 upper-middle DV2,unclear,2,2,2,13.8098178450139,5843
Q3 upper-middle DV2,unconditional,2,2,2,15.34492579872955,5844
Q3 upper-middle DV2,understandable,2,2,2,12.5521922918853,5845
Q3 upper-middle DV2,undertake,2,2,2,13.6940371578217,5846
Q3 upper-middle DV2,undertaken,2,2,2,12.5521922918853,5847
Q3 upper-middle DV2,underwhelming,2,1,2,13.4228187919463,5848
Q3 upper-middle DV2,uneasy,2,1,1,15.5261525739094,5849
Q3 upper-middle DV2,uneducated,2,2,2,12.15691245754245,5850
Q3 upper-middle DV2,unexplained,2,2,2,14.81395306305335,5851
Q3 upper-middle DV2,unfairly,2,2,2,12.6853336377299,5852
Q3 upper-middle DV2,unfocused,2,1,1,12.3340887018453,5853
Q3 upper-middle DV2,unforgettable,2,2,2,14.12094254722215,5854
Q3 upper-middle DV2,unhelpful,2,2,2,14.12094254722215,5855
Q3 upper-middle DV2,uni,2,2,2,12.28179019893475,5856
Q3 upper-middle DV2,uniforms,2,2,2,13.18048139490395,5857
Q3 upper-middle DV2,unit,2,1,1,15.0862068965517,5858
Q3 upper-middle DV2,united,2,2,2,14.605638589994701,5859
Q3 upper-middle DV2,units,2,2,2,13.585270057806198,5860
Q3 upper-middle DV2,universe,2,2,2,13.998369652127451,5861
Q3 upper-middle DV2,unkind,2,1,2,13.022113022113,5862
Q3 upper-middle DV2,unnecessary,2,2,2,14.605638589994701,5863
Q3 upper-middle DV2,unreasonable,2,1,2,11.9733146067416,5864
Q3 upper-middle DV2,unreservedly,2,1,2,13.5486265775798,5865
Q3 upper-middle DV2,unsupervised,2,2,2,12.94135763971255,5866
Q3 upper-middle DV2,unsure,2,2,2,14.342381812261301,5867
Q3 upper-middle DV2,unturned,2,2,2,12.356754961855149,5868
Q3 upper-middle DV2,unwanted,2,2,2,13.90580087425295,5869
Q3 upper-middle DV2,uphold,2,2,2,12.708833276197,5870
Q3 upper-middle DV2,upholds,2,1,2,13.022113022113,5871
Q3 upper-middle DV2,uplifting,2,2,2,13.4692223124481,5872
Q3 upper-middle DV2,upload,2,2,2,14.969640086578401,5873
Q3 upper-middle DV2,upmost,2,2,2,14.3420841790407,5874
Q3 upper-middle DV2,upto,2,2,2,13.185023752387501,5875
Q3 upper-middle DV2,upwards,2,1,2,12.0843332190607,5876
Q3 upper-middle DV2,usa,2,1,2,14.8541114058355,5877
Q3 upper-middle DV2,uses,2,2,2,12.6258023590686,5878
Q3 upper-middle DV2,utilised,2,2,2,12.948502954929701,5879
Q3 upper-middle DV2,utilized,2,2,2,12.32812071800495,5880
Q3 upper-middle DV2,vacancies,2,1,2,15.5261525739094,5881
Q3 upper-middle DV2,vaccination,2,1,1,12.2294916960242,5882
Q3 upper-middle DV2,vague,2,2,2,14.605638589994701,5883
Q3 upper-middle DV2,van,2,2,2,12.47961305340355,5884
Q3 upper-middle DV2,vance,2,1,1,15.5261525739094,5885
Q3 upper-middle DV2,vanessa,2,2,2,14.163061758367249,5886
Q3 upper-middle DV2,varieties,2,2,2,14.3112329627942,5887
Q3 upper-middle DV2,varying,2,2,2,13.76605164481885,5888
Q3 upper-middle DV2,vee,2,1,1,12.0843332190607,5889
Q3 upper-middle DV2,vegan,2,1,2,12.0843332190607,5890
Q3 upper-middle DV2,vegetable,2,2,2,14.019295955648051,5891
Q3 upper-middle DV2,vegetables,2,2,2,15.34492579872955,5892
Q3 upper-middle DV2,vehicle,2,1,1,12.0843332190607,5893
Q3 upper-middle DV2,venues,2,2,2,13.41371300628855,5894
Q3 upper-middle DV2,verbally,2,2,2,14.33169865391215,5895
Q3 upper-middle DV2,versa,2,2,2,13.42007420572175,5896
Q3 upper-middle DV2,versatile,2,1,2,12.3340887018453,5897
Q3 upper-middle DV2,vertical,2,2,2,13.3545764241727,5898
Q3 upper-middle DV2,vetis,2,1,1,12.2294916960242,5899
Q3 upper-middle DV2,vic,2,1,2,13.3333333333333,5900
Q3 upper-middle DV2,vicinity,2,2,2,14.5644772736234,5901
Q3 upper-middle DV2,vidya,2,1,2,12.0843332190607,5902
Q3 upper-middle DV2,vigilant,2,2,2,12.778909858507351,5903
Q3 upper-middle DV2,vine,2,1,2,12.2294916960242,5904
Q3 upper-middle DV2,visable,2,1,1,15.1636990235497,5905
Q3 upper-middle DV2,visible,2,2,2,13.7488938626975,5906
Q3 upper-middle DV2,visual,2,2,2,12.60449079479585,5907
Q3 upper-middle DV2,void,2,2,2,14.605638589994701,5908
Q3 upper-middle DV2,volleyball,2,1,2,12.2294916960242,5909
Q3 upper-middle DV2,wadalba,2,1,1,12.8748928877464,5910
Q3 upper-middle DV2,waitara,2,1,2,14.9367088607595,5911
Q3 upper-middle DV2,waived,2,2,2,13.18048139490395,5912
Q3 upper-middle DV2,walkers,2,1,2,13.2863340563991,5913
Q3 upper-middle DV2,warming,2,2,2,13.575761229246801,5914
Q3 upper-middle DV2,washed,2,2,2,13.7677819240244,5915
Q3 upper-middle DV2,wayikuu,2,1,1,12.2294916960242,5916
Q3 upper-middle DV2,weak,2,2,2,12.81647989832025,5917
Q3 upper-middle DV2,wee,2,2,2,14.12094254722215,5918
Q3 upper-middle DV2,wer,2,1,1,15.2459016393443,5919
Q3 upper-middle DV2,whats,2,2,2,14.23667182555055,5920
Q3 upper-middle DV2,wheel,2,2,2,13.154223539256051,5921
Q3 upper-middle DV2,whipping,2,2,2,13.48572268476305,5922
Q3 upper-middle DV2,whizkids,2,1,1,13.5486265775798,5923
Q3 upper-middle DV2,whizkidz,2,1,1,13.5486265775798,5924
Q3 upper-middle DV2,whizz,2,1,1,13.5486265775798,5925
Q3 upper-middle DV2,wifi,2,2,2,13.3240911764827,5926
Q3 upper-middle DV2,wil,2,2,2,12.60449079479585,5927
Q3 upper-middle DV2,wilkes,2,1,2,12.0843332190607,5928
Q3 upper-middle DV2,willingness,2,2,2,13.31526250431645,5929
Q3 upper-middle DV2,windermere,2,1,2,12.379421221865,5930
Q3 upper-middle DV2,wing,2,2,2,13.0247943713789,5931
Q3 upper-middle DV2,winnie,2,1,2,13.3333333333333,5932
Q3 upper-middle DV2,wiping,2,1,1,12.8748928877464,5933
Q3 upper-middle DV2,withdrawing,2,1,2,11.9733146067416,5934
Q3 upper-middle DV2,wmac,2,1,2,15.4103852596315,5935
Q3 upper-middle DV2,woke,2,2,2,12.424103747244,5936
Q3 upper-middle DV2,wombats,2,1,1,13.9652555236971,5937
Q3 upper-middle DV2,womp,2,1,1,13.022113022113,5938
Q3 upper-middle DV2,wonderfull,2,2,2,12.8784537468958,5939
Q3 upper-middle DV2,worthless,2,1,2,12.0843332190607,5940
Q3 upper-middle DV2,worthwhile,2,1,2,12.2294916960242,5941
Q3 upper-middle DV2,worthy,2,2,2,13.417480316989451,5942
Q3 upper-middle DV2,wrote,2,2,2,13.283189028434851,5943
Q3 upper-middle DV2,xavier,2,1,1,12.8748928877464,5944
Q3 upper-middle DV2,xpress,2,1,1,14.9367088607595,5945
Q3 upper-middle DV2,yay,2,2,2,13.0081300813008,5946
Q3 upper-middle DV2,yells,2,2,2,12.424103747244,5947
Q3 upper-middle DV2,yep,2,2,2,13.11577670342405,5948
Q3 upper-middle DV2,yokine,2,1,1,12.8748928877464,5949
Q3 upper-middle DV2,youse,2,1,2,15.5261525739094,5950
Q3 upper-middle DV2,yucky,2,2,2,13.7860241710567,5951
Q3 upper-middle DV2,zealand,2,2,2,13.7488938626975,5952
Q3 upper-middle DV2,zoe,2,1,2,13.9652555236971,5953
Q3 upper-middle DV2,aaa,1,1,1,15.6626506024096,5954
Q3 upper-middle DV2,aaaaaa,1,1,1,12.0843332190607,5955
Q3 upper-middle DV2,aalia,1,1,1,14.2857142857143,5956
Q3 upper-middle DV2,abandoned,1,1,1,12.0843332190607,5957
Q3 upper-middle DV2,abbi,1,1,1,12.8748928877464,5958
Q3 upper-middle DV2,abby,1,1,1,13.4228187919463,5959
Q3 upper-middle DV2,abc,1,1,1,12.3340887018453,5960
Q3 upper-middle DV2,abd,1,1,1,14.2766295707472,5961
Q3 upper-middle DV2,abdallah,1,1,1,13.022113022113,5962
Q3 upper-middle DV2,abhorrent,1,1,1,13.2530120481928,5963
Q3 upper-middle DV2,abigail,1,1,1,11.9733146067416,5964
Q3 upper-middle DV2,abortion,1,1,1,12.2294916960242,5965
Q3 upper-middle DV2,abs,1,1,1,13.2863340563991,5966
Q3 upper-middle DV2,absense,1,1,1,13.022113022113,5967
Q3 upper-middle DV2,absolutley,1,1,1,13.5486265775798,5968
Q3 upper-middle DV2,absorbedly,1,1,1,12.0843332190607,5969
Q3 upper-middle DV2,absorbing,1,1,1,13.9652555236971,5970
Q3 upper-middle DV2,absurd,1,1,1,13.5486265775798,5971
Q3 upper-middle DV2,abt,1,1,1,13.2863340563991,5972
Q3 upper-middle DV2,abundant,1,1,1,14.9367088607595,5973
Q3 upper-middle DV2,abys,1,1,1,13.5486265775798,5974
Q3 upper-middle DV2,academia,1,1,1,11.9733146067416,5975
Q3 upper-middle DV2,acc,1,1,1,15.5261525739094,5976
Q3 upper-middle DV2,acceptions,1,1,1,12.0843332190607,5977
Q3 upper-middle DV2,accepts,1,1,1,14.9367088607595,5978
Q3 upper-middle DV2,accessed,1,1,1,12.5382262996942,5979
Q3 upper-middle DV2,accessibility,1,1,1,13.4228187919463,5980
Q3 upper-middle DV2,accidental,1,1,1,13.2863340563991,5981
Q3 upper-middle DV2,accomadate,1,1,1,12.0843332190607,5982
Q3 upper-middle DV2,accomidate,1,1,1,13.022113022113,5983
Q3 upper-middle DV2,accommodations,1,1,1,12.3340887018453,5984
Q3 upper-middle DV2,accomplish,1,1,1,12.8748928877464,5985
Q3 upper-middle DV2,accordance,1,1,1,12.2294916960242,5986
Q3 upper-middle DV2,accreditations,1,1,1,12.0843332190607,5987
Q3 upper-middle DV2,accredited,1,1,1,13.022113022113,5988
Q3 upper-middle DV2,acct,1,1,1,12.0843332190607,5989
Q3 upper-middle DV2,accumulating,1,1,1,14.2766295707472,5990
Q3 upper-middle DV2,accurate,1,1,1,13.9652555236971,5991
Q3 upper-middle DV2,accurately,1,1,1,12.379421221865,5992
Q3 upper-middle DV2,accuse,1,1,1,13.022113022113,5993
Q3 upper-middle DV2,ace,1,1,1,15.5261525739094,5994
Q3 upper-middle DV2,acepting,1,1,1,14.8541114058355,5995
Q3 upper-middle DV2,ache,1,1,1,13.9652555236971,5996
Q3 upper-middle DV2,acheive,1,1,1,15.4103852596315,5997
Q3 upper-middle DV2,achiever,1,1,1,13.5486265775798,5998
Q3 upper-middle DV2,achievers,1,1,1,12.3340887018453,5999
Q3 upper-middle DV2,achive,1,1,1,12.8748928877464,6000
Q3 upper-middle DV2,acknowldgement,1,1,1,12.8748928877464,6001
Q3 upper-middle DV2,acknowledged,1,1,1,12.3340887018453,6002
Q3 upper-middle DV2,acknowledges,1,1,1,13.9652555236971,6003
Q3 upper-middle DV2,acknowledgment,1,1,1,15.5261525739094,6004
Q3 upper-middle DV2,acknowledgments,1,1,1,13.022113022113,6005
Q3 upper-middle DV2,acl,1,1,1,13.0755064456722,6006
Q3 upper-middle DV2,acoustic,1,1,1,14.8541114058355,6007
Q3 upper-middle DV2,acoustics,1,1,1,14.8541114058355,6008
Q3 upper-middle DV2,acquaintances,1,1,1,11.9733146067416,6009
Q3 upper-middle DV2,acquiring,1,1,1,12.2294916960242,6010
Q3 upper-middle DV2,actaul,1,1,1,13.9652555236971,6011
Q3 upper-middle DV2,actioned,1,1,1,14.2766295707472,6012
Q3 upper-middle DV2,activates,1,1,1,12.379421221865,6013
Q3 upper-middle DV2,activties,1,1,1,12.3340887018453,6014
Q3 upper-middle DV2,adams,1,1,1,15.5261525739094,6015
Q3 upper-middle DV2,adapting,1,1,1,15.5261525739094,6016
Q3 upper-middle DV2,addissa,1,1,1,13.5486265775798,6017
Q3 upper-middle DV2,additions,1,1,1,13.9652555236971,6018
Q3 upper-middle DV2,addon,1,1,1,13.3333333333333,6019
Q3 upper-middle DV2,adenovirus,1,1,1,12.8748928877464,6020
Q3 upper-middle DV2,adequately,1,1,1,12.379421221865,6021
Q3 upper-middle DV2,adhd,1,1,1,13.022113022113,6022
Q3 upper-middle DV2,adhered,1,1,1,11.9031607262946,6023
Q3 upper-middle DV2,adhering,1,1,1,13.4228187919463,6024
Q3 upper-middle DV2,adhrith,1,1,1,12.0843332190607,6025
Q3 upper-middle DV2,aditi,1,1,1,12.0843332190607,6026
Q3 upper-middle DV2,adjacent,1,1,1,15.6620553359684,6027
Q3 upper-middle DV2,adjoining,1,1,1,13.2863340563991,6028
Q3 upper-middle DV2,adjustments,1,1,1,15.5261525739094,6029
Q3 upper-middle DV2,adjusts,1,1,1,13.9652555236971,6030
Q3 upper-middle DV2,administered,1,1,1,15.5261525739094,6031
Q3 upper-middle DV2,administrative,1,1,1,13.3333333333333,6032
Q3 upper-middle DV2,administrator,1,1,1,12.379421221865,6033
Q3 upper-middle DV2,admiration,1,1,1,12.0843332190607,6034
Q3 upper-middle DV2,admissions,1,1,1,13.9652555236971,6035
Q3 upper-middle DV2,admitting,1,1,1,14.8541114058355,6036
Q3 upper-middle DV2,adolescents,1,1,1,14.2766295707472,6037
Q3 upper-middle DV2,adopted,1,1,1,12.0843332190607,6038
Q3 upper-middle DV2,adopting,1,1,1,13.5486265775798,6039
Q3 upper-middle DV2,adorable,1,1,1,15.0862068965517,6040
Q3 upper-middle DV2,adoration,1,1,1,13.9652555236971,6041
Q3 upper-middle DV2,adriajana,1,1,1,13.5486265775798,6042
Q3 upper-middle DV2,advertising,1,1,1,14.9367088607595,6043
Q3 upper-middle DV2,advices,1,1,1,15.4512306289881,6044
Q3 upper-middle DV2,adviser,1,1,1,13.9652555236971,6045
Q3 upper-middle DV2,advising,1,1,1,11.9733146067416,6046
Q3 upper-middle DV2,aelc,1,1,1,12.3340887018453,6047
Q3 upper-middle DV2,aevely,1,1,1,12.8748928877464,6048
Q3 upper-middle DV2,afew,1,1,1,12.8748928877464,6049
Q3 upper-middle DV2,affecting,1,1,1,13.4228187919463,6050
Q3 upper-middle DV2,affects,1,1,1,12.0843332190607,6051
Q3 upper-middle DV2,affiliated,1,1,1,12.379421221865,6052
Q3 upper-middle DV2,affinity,1,1,1,13.5486265775798,6053
Q3 upper-middle DV2,afforable,1,1,1,13.4228187919463,6054
Q3 upper-middle DV2,afforded,1,1,1,13.5486265775798,6055
Q3 upper-middle DV2,afl,1,1,1,14.2766295707472,6056
Q3 upper-middle DV2,afrina,1,1,1,12.8748928877464,6057
Q3 upper-middle DV2,afterwards,1,1,1,11.9733146067416,6058
Q3 upper-middle DV2,aftr,1,1,1,15.2459016393443,6059
Q3 upper-middle DV2,agents,1,1,1,14.2766295707472,6060
Q3 upper-middle DV2,agers,1,1,1,13.022113022113,6061
Q3 upper-middle DV2,aggressiveness,1,1,1,13.5486265775798,6062
Q3 upper-middle DV2,agps,1,1,1,13.3333333333333,6063
Q3 upper-middle DV2,agreat,1,1,1,14.2766295707472,6064
Q3 upper-middle DV2,ahado,1,1,1,12.8748928877464,6065
Q3 upper-middle DV2,ahh,1,1,1,12.2294916960242,6066
Q3 upper-middle DV2,ahs,1,1,1,14.2766295707472,6067
Q3 upper-middle DV2,aidan,1,1,1,13.5486265775798,6068
Q3 upper-middle DV2,aided,1,1,1,12.0843332190607,6069
Q3 upper-middle DV2,aim,1,1,1,14.2766295707472,6070
Q3 upper-middle DV2,aims,1,1,1,11.9733146067416,6071
Q3 upper-middle DV2,aint,1,1,1,13.5486265775798,6072
Q3 upper-middle DV2,aircon,1,1,1,12.3340887018453,6073
Q3 upper-middle DV2,aired,1,1,1,12.8748928877464,6074
Q3 upper-middle DV2,aisle,1,1,1,12.0843332190607,6075
Q3 upper-middle DV2,aisles,1,1,1,12.0843332190607,6076
Q3 upper-middle DV2,ajdin,1,1,1,13.2863340563991,6077
Q3 upper-middle DV2,aka,1,1,1,13.9652555236971,6078
Q3 upper-middle DV2,akg,1,1,1,12.8748928877464,6079
Q3 upper-middle DV2,akhi,1,1,1,12.8748928877464,6080
Q3 upper-middle DV2,akin,1,1,1,12.379421221865,6081
Q3 upper-middle DV2,aknoweldge,1,1,1,13.9652555236971,6082
Q3 upper-middle DV2,alans,1,1,1,13.5486265775798,6083
Q3 upper-middle DV2,alarms,1,1,1,15.0862068965517,6084
Q3 upper-middle DV2,alaya,1,1,1,12.8748928877464,6085
Q3 upper-middle DV2,albeit,1,1,1,12.8748928877464,6086
Q3 upper-middle DV2,albiet,1,1,1,12.6829268292683,6087
Q3 upper-middle DV2,albin,1,1,1,14.8541114058355,6088
Q3 upper-middle DV2,album,1,1,1,15.5261525739094,6089
Q3 upper-middle DV2,albury,1,1,1,14.2766295707472,6090
Q3 upper-middle DV2,alejandra,1,1,1,11.9733146067416,6091
Q3 upper-middle DV2,alerted,1,1,1,13.3333333333333,6092
Q3 upper-middle DV2,alesia,1,1,1,12.8748928877464,6093
Q3 upper-middle DV2,alex,1,1,1,14.2766295707472,6094
Q3 upper-middle DV2,alexander,1,1,1,13.9652555236971,6095
Q3 upper-middle DV2,alexis,1,1,1,11.9733146067416,6096
Q3 upper-middle DV2,alic,1,1,1,12.3340887018453,6097
Q3 upper-middle DV2,allat,1,1,1,12.8748928877464,6098
Q3 upper-middle DV2,allergic,1,1,1,13.9652555236971,6099
Q3 upper-middle DV2,alleviated,1,1,1,15.5261525739094,6100
Q3 upper-middle DV2,allhamdullilah,1,1,1,12.8748928877464,6101
Q3 upper-middle DV2,allign,1,1,1,12.2294916960242,6102
Q3 upper-middle DV2,allocating,1,1,1,13.3333333333333,6103
Q3 upper-middle DV2,allocation,1,1,1,13.4228187919463,6104
Q3 upper-middle DV2,allready,1,1,1,13.022113022113,6105
Q3 upper-middle DV2,almighty,1,1,1,14.8541114058355,6106
Q3 upper-middle DV2,alpen,1,1,1,12.2294916960242,6107
Q3 upper-middle DV2,alter,1,1,1,14.8541114058355,6108
Q3 upper-middle DV2,alternates,1,1,1,14.2766295707472,6109
Q3 upper-middle DV2,althought,1,1,1,13.9652555236971,6110
Q3 upper-middle DV2,alyssa,1,1,1,13.9652555236971,6111
Q3 upper-middle DV2,alzanne,1,1,1,12.2294916960242,6112
Q3 upper-middle DV2,alzheimer,1,1,1,14.8541114058355,6113
Q3 upper-middle DV2,amaizon,1,1,1,11.9733146067416,6114
Q3 upper-middle DV2,amaze,1,1,1,15.4512306289881,6115
Q3 upper-middle DV2,amazement,1,1,1,15.1636990235497,6116
Q3 upper-middle DV2,amazingness,1,1,1,12.0843332190607,6117
Q3 upper-middle DV2,ambar,1,1,1,13.9652555236971,6118
Q3 upper-middle DV2,ambiance,1,1,1,14.8541114058355,6119
Q3 upper-middle DV2,ambo,1,1,1,14.8541114058355,6120
Q3 upper-middle DV2,ambulance,1,1,1,14.8541114058355,6121
Q3 upper-middle DV2,amd,1,1,1,13.5486265775798,6122
Q3 upper-middle DV2,ameen,1,1,1,12.8748928877464,6123
Q3 upper-middle DV2,ameila,1,1,1,12.0843332190607,6124
Q3 upper-middle DV2,amelia,1,1,1,13.2863340563991,6125
Q3 upper-middle DV2,amep,1,1,1,12.3340887018453,6126
Q3 upper-middle DV2,american,1,1,1,14.8541114058355,6127
Q3 upper-middle DV2,amile,1,1,1,15.5261525739094,6128
Q3 upper-middle DV2,amita,1,1,1,12.3340887018453,6129
Q3 upper-middle DV2,amitha,1,1,1,12.3340887018453,6130
Q3 upper-middle DV2,amogst,1,1,1,14.9367088607595,6131
Q3 upper-middle DV2,amongst,1,1,1,14.2857142857143,6132
Q3 upper-middle DV2,analysis,1,1,1,12.8748928877464,6133
Q3 upper-middle DV2,analyzing,1,1,1,12.0843332190607,6134
Q3 upper-middle DV2,anaphylaxis,1,1,1,11.9031607262946,6135
Q3 upper-middle DV2,ancestors,1,1,1,12.0843332190607,6136
Q3 upper-middle DV2,anchal,1,1,1,13.5486265775798,6137
Q3 upper-middle DV2,anda,1,1,1,12.3340887018453,6138
Q3 upper-middle DV2,andrea,1,1,1,15.5261525739094,6139
Q3 upper-middle DV2,andreia,1,1,1,13.5486265775798,6140
Q3 upper-middle DV2,andrijana,1,1,1,13.5486265775798,6141
Q3 upper-middle DV2,andthey,1,1,1,11.9733146067416,6142
Q3 upper-middle DV2,anecdotes,1,1,1,13.9652555236971,6143
Q3 upper-middle DV2,aneesha,1,1,1,13.9652555236971,6144
Q3 upper-middle DV2,angelica,1,1,1,11.9031607262946,6145
Q3 upper-middle DV2,anger,1,1,1,13.9652555236971,6146
Q3 upper-middle DV2,angthing,1,1,1,13.2530120481928,6147
Q3 upper-middle DV2,anh,1,1,1,12.8748928877464,6148
Q3 upper-middle DV2,animal,1,1,1,15.4103852596315,6149
Q3 upper-middle DV2,anj,1,1,1,12.379421221865,6150
Q3 upper-middle DV2,anjana,1,1,1,12.379421221865,6151
Q3 upper-middle DV2,annd,1,1,1,12.379421221865,6152
Q3 upper-middle DV2,anne,1,1,1,12.8748928877464,6153
Q3 upper-middle DV2,annete,1,1,1,13.5486265775798,6154
Q3 upper-middle DV2,annother,1,1,1,11.9733146067416,6155
Q3 upper-middle DV2,announce,1,1,1,11.9733146067416,6156
Q3 upper-middle DV2,announcements,1,1,1,12.2294916960242,6157
Q3 upper-middle DV2,announcing,1,1,1,15.6626506024096,6158
Q3 upper-middle DV2,annoy,1,1,1,13.5486265775798,6159
Q3 upper-middle DV2,ans,1,1,1,11.9733146067416,6160
Q3 upper-middle DV2,ant,1,1,1,12.0843332190607,6161
Q3 upper-middle DV2,antacid,1,1,1,12.0843332190607,6162
Q3 upper-middle DV2,anthony,1,1,1,12.8748928877464,6163
Q3 upper-middle DV2,antoinet,1,1,1,12.8748928877464,6164
Q3 upper-middle DV2,antoinetta,1,1,1,14.2766295707472,6165
Q3 upper-middle DV2,antoinette,1,1,1,14.2766295707472,6166
Q3 upper-middle DV2,antonella,1,1,1,15.6626506024096,6167
Q3 upper-middle DV2,ants,1,1,1,12.2294916960242,6168
Q3 upper-middle DV2,anxieties,1,1,1,12.0843332190607,6169
Q3 upper-middle DV2,anyhow,1,1,1,11.9733146067416,6170
Q3 upper-middle DV2,aol,1,1,1,12.3340887018453,6171
Q3 upper-middle DV2,apathetic,1,1,1,13.5486265775798,6172
Q3 upper-middle DV2,aplomb,1,1,1,14.2766295707472,6173
Q3 upper-middle DV2,apologise,1,1,1,12.379421221865,6174
Q3 upper-middle DV2,apology,1,1,1,11.9733146067416,6175
Q3 upper-middle DV2,apparatus,1,1,1,13.2863340563991,6176
Q3 upper-middle DV2,apparel,1,1,1,12.0843332190607,6177
Q3 upper-middle DV2,appeared,1,1,1,13.4228187919463,6178
Q3 upper-middle DV2,appearing,1,1,1,12.8748928877464,6179
Q3 upper-middle DV2,appliances,1,1,1,15.0862068965517,6180
Q3 upper-middle DV2,applicable,1,1,1,13.9652555236971,6181
Q3 upper-middle DV2,applicant,1,1,1,15.0862068965517,6182
Q3 upper-middle DV2,applicants,1,1,1,15.0862068965517,6183
Q3 upper-middle DV2,applications,1,1,1,14.8541114058355,6184
Q3 upper-middle DV2,applies,1,1,1,12.2294916960242,6185
Q3 upper-middle DV2,appointed,1,1,1,12.6829268292683,6186
Q3 upper-middle DV2,appreciating,1,1,1,12.3340887018453,6187
Q3 upper-middle DV2,appreciations,1,1,1,12.8748928877464,6188
Q3 upper-middle DV2,approaches,1,1,1,15.5261525739094,6189
Q3 upper-middle DV2,appropriately,1,1,1,12.5382262996942,6190
Q3 upper-middle DV2,appropriation,1,1,1,14.2766295707472,6191
Q3 upper-middle DV2,approve,1,1,1,12.2294916960242,6192
Q3 upper-middle DV2,apps,1,1,1,12.0843332190607,6193
Q3 upper-middle DV2,appt,1,1,1,13.9652555236971,6194
Q3 upper-middle DV2,appts,1,1,1,13.9652555236971,6195
Q3 upper-middle DV2,apreate,1,1,1,12.0843332190607,6196
Q3 upper-middle DV2,aquadome,1,1,1,12.6829268292683,6197
Q3 upper-middle DV2,arab,1,1,1,14.2766295707472,6198
Q3 upper-middle DV2,arcade,1,1,1,13.2863340563991,6199
Q3 upper-middle DV2,arch,1,1,1,13.2863340563991,6200
Q3 upper-middle DV2,archaeology,1,1,1,12.2294916960242,6201
Q3 upper-middle DV2,archaic,1,1,1,11.9733146067416,6202
Q3 upper-middle DV2,archer,1,1,1,14.2766295707472,6203
Q3 upper-middle DV2,archie,1,1,1,12.379421221865,6204
Q3 upper-middle DV2,arelooking,1,1,1,15.5261525739094,6205
Q3 upper-middle DV2,arf,1,1,1,13.022113022113,6206
Q3 upper-middle DV2,argued,1,1,1,13.5486265775798,6207
Q3 upper-middle DV2,arguing,1,1,1,13.5486265775798,6208
Q3 upper-middle DV2,arisen,1,1,1,14.2857142857143,6209
Q3 upper-middle DV2,arises,1,1,1,11.9733146067416,6210
Q3 upper-middle DV2,armaan,1,1,1,12.0843332190607,6211
Q3 upper-middle DV2,arobics,1,1,1,13.0177514792899,6212
Q3 upper-middle DV2,aromas,1,1,1,12.2294916960242,6213
Q3 upper-middle DV2,arr,1,1,1,12.8748928877464,6214
Q3 upper-middle DV2,arranging,1,1,1,12.379421221865,6215
Q3 upper-middle DV2,arron,1,1,1,15.6626506024096,6216
Q3 upper-middle DV2,arsh,1,1,1,13.2863340563991,6217
Q3 upper-middle DV2,arslan,1,1,1,13.022113022113,6218
Q3 upper-middle DV2,arthritis,1,1,1,13.2863340563991,6219
Q3 upper-middle DV2,articulate,1,1,1,13.2530120481928,6220
Q3 upper-middle DV2,articulated,1,1,1,13.4228187919463,6221
Q3 upper-middle DV2,articulately,1,1,1,12.0843332190607,6222
Q3 upper-middle DV2,artistry,1,1,1,14.8541114058355,6223
Q3 upper-middle DV2,arua,1,1,1,15.2459016393443,6224
Q3 upper-middle DV2,arvo,1,1,1,12.0843332190607,6225
Q3 upper-middle DV2,arw,1,1,1,12.8748928877464,6226
Q3 upper-middle DV2,ase,1,1,1,15.2459016393443,6227
Q3 upper-middle DV2,aseela,1,1,1,12.0843332190607,6228
Q3 upper-middle DV2,asha,1,1,1,12.3340887018453,6229
Q3 upper-middle DV2,asher,1,1,1,12.0843332190607,6230
Q3 upper-middle DV2,ashland,1,1,1,15.0862068965517,6231
Q3 upper-middle DV2,asl,1,1,1,13.022113022113,6232
Q3 upper-middle DV2,asma,1,1,1,15.6626506024096,6233
Q3 upper-middle DV2,asmita,1,1,1,13.5486265775798,6234
Q3 upper-middle DV2,aspire,1,1,1,14.2857142857143,6235
Q3 upper-middle DV2,aspiring,1,1,1,12.8748928877464,6236
Q3 upper-middle DV2,assaulted,1,1,1,13.2863340563991,6237
Q3 upper-middle DV2,assert,1,1,1,13.0177514792899,6238
